original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Had a great day at the park 🌳🎉 with friends! 😊,"['🌳', '🎉', '😊']",8,"Had a great day at the park with friends, feeling happy.",positive,"['nature', 'celebration', 'emotion']","Had a great day at the park with friends, feeling happy.",daily_status
Had an amazing day at the beach 🏖️ with friends! 🌞🌊,"['🏖️', '🌞', '🌊']",6,Had an amazing day at the beach with friends!,positive,"['nature', 'celebration']",Had an amazing day at the beach with friends!,social_post
Had a great day at the beach! 🌊☀️🏖️,"['🌊', '☀️', '🏖️']",5,Had a great day at the beach!,positive,"['nature', 'celebration']",Had a great day at the beach!,daily_status
Had a great day at the park with friends 🌳😊🎉,"['🌳', '😊', '🎉']",14,Had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,daily_status
Had a great day at the beach 🏖️🌞 with friends! 💃🎉,"['🏖️', '🌞', '💃', '🎉']",7,Had a great day at the beach with friends!,positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach with friends!,daily_status
Had an amazing day at the beach 🏖️🌞! The weather was perfect and I felt so relaxed 🌊😊.,"['🏖️', '🌞', '🌊', '😊']",5,Had an amazing day at the beach. The weather was perfect and I felt so relaxed.,positive,"['nature', 'sun', 'water', 'emotion']",Had an amazing day at the beach. The weather was perfect and I felt so relaxed.,daily_status
Had a great day at the beach! 🌊☀️🏖️,"['🌊', '☀️', '🏖️']",7,Had a great day at the beach!,positive,"['nature', 'celebration']",Had a great day at the beach!,daily_status
Had a great day at the beach 🏖️🌞 with friends!,"['🏖️', '🌞']",7,Had a great day at the beach with friends.,positive,"['nature', 'emotion']",Had a great day at the beach with friends.,social_post
Had an amazing day at the beach 🏖️😊🌅! Can't wait to go back tomorrow!,"['🏖️', '😊', '🌅']",7,Had an amazing day at the beach and can't wait to go back tomorrow!,positive,"['emotion', 'nature', 'celebration']",Had an amazing day at the beach and can't wait to go back tomorrow!,daily_status
Had a great day at the park with friends 🌳😊🥳,"['🌳', '😊', '🥳']",4,Had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,daily_status
Had a great day at the park 🏞️ with friends 😊🎉! Can't wait to do it again!,"['🏞️', '😊', '🎉']",7,Had a great day at the park with friends and can't wait to do it again.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends and can't wait to do it again.,social_post
Had a great time at the beach 🏖️🌞 today! Can't wait to go back! 🎉,"['🏖️', '🌞', '🎉']",4,Had a great time at the beach today! Can't wait to go back!,positive,"['nature', 'emotion', 'celebration']",Had a great time at the beach today! Can't wait to go back!,daily_status
"Had a great day at the beach 🏖️😊! The sun was shining, and I enjoyed the waves 🌊.","['🏖️', '😊', '🌊']",10,"Had a great day at the beach, enjoying the sunshine and waves.",positive,"['nature', 'emotion', 'nature']","Had a great day at the beach, enjoying the sunshine and waves.",daily_status
Had a great day at the park with friends! 🌳😊🎉,"['🌳', '😊', '🎉']",7,Had a great day at the park with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends!,daily_status
Had a great day at the beach! 🌊☀️😎,"['🌊', '☀️', '😎']",6,"I had a great day at the beach enjoying the ocean, sunshine, and feeling cool.",positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach! ocean sunshine cool,daily_status
Had such a great day at the park with the kids 🌳😊🎈,"['🌳', '😊', '🎈']",9,Had a wonderful day at the park with the children.,positive,"['nature', 'emotion', 'celebration']",Had such a great day at the park with the kids.,daily_status
Had a great day at the park with the family! 🌳👨‍👩‍👧‍👦😊,"['🌳', '👨\u200d👩\u200d👧\u200d👦', '😊']",6,Enjoyed a wonderful day at the park with the family and feeling happy.,positive,"['nature', 'family', 'emotion']","Had a great day at the park with the family! Tree, family, happy.",daily_status
Had a great day at the park 🌳😊 with friends! 🎉,"['🌳', '😊', '🎉']",8,Had a wonderful day at the park with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends!,daily_status
Having a great day at the park! 🌳☀️😊,"['🌳', '☀️', '😊']",6,Having a great day outdoors in the park with sunshine and happiness.,positive,"['nature', 'emotion']",Having a great day at the park! Tree sun smile.,daily_status
Had a great day at the park with my friends 🏞️😊🎉,"['🏞️', '😊', '🎉']",5,Had a great day at the park with my friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with my friends.,social_post
Had a great day at the beach 🏖️☀️🌊! Love the sunshine and water.,"['🏖️', '☀️', '🌊']",7,Had a great day at the beach and enjoyed the sunshine and water.,positive,"['nature', 'celebration']",Had a great day at the beach and enjoyed the sunshine and water.,daily_status
Had a great day at the beach! 🌊☀️🏖️,"['🌊', '☀️', '🏖️']",6,Had a great day at the beach!,positive,"['nature', 'celebration']",Had a great day at the beach!,daily_status
Had a great day at the park with my friends 🌞🌳🎉,"['🌞', '🌳', '🎉']",5,Had a great day at the park with my friends.,positive,"['emotion', 'nature', 'celebration']",Had a great day at the park with my friends.,social_post
Had a great day at the park with friends! 🌳😊🎉,"['🌳', '😊', '🎉']",8,Had a great day at the park with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends!,daily_status
Had a great day at the park with friends 🌳😊🎉,"['🌳', '😊', '🎉']",7,Enjoyed a wonderful day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,daily_status
Had a great day at the beach 🏖️ with friends! 🌞😊,"['🏖️', '🌞', '😊']",6,Had a great day at the beach with friends!,positive,"['nature', 'emotion']",Had a great day at the beach with friends!,daily_status
Had a great day at the park 🌳😊🎉! Loved the sunshine and the company!,"['🌳', '😊', '🎉']",10,"Had a great day at the park, enjoyed the sunshine and the company.",positive,"['nature', 'emotion', 'celebration']","Had a great day at the park, enjoyed the sunshine and the company.",daily_status
Had a great day at the park! ☀️🌳😊,"['☀️', '🌳', '😊']",7,"Had a great day enjoying sunshine, nature, and feeling happy.",positive,"['nature', 'emotion', 'celebration']","Had a great day at the park! Sunny, surrounded by trees, feeling happy.",daily_status
Had a great day at the park 🌳😊🎉! The weather was perfect and I met some wonderful people.,"['🌳', '😊', '🎉']",11,Had a great day at the park! The weather was perfect and I met some wonderful people.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park! The weather was perfect and I met some wonderful people.,daily_status
Can't believe I finally finished my project! 🎉🙌,"['🎉', '🙌']",6,I can't believe I finally finished my project! Congratulations!,positive,"['celebration', 'emotion']",Can't believe I finally finished my project! Congratulations!,daily_status
Just finished a great run in the park 🏃‍♀️🌞💪,"['🏃\u200d♀️', '🌞', '💪']",10,Just finished a great run in the park on a sunny day and feeling strong.,positive,"['activity', 'nature', 'emotion']",Just finished a great run in the park on a sunny day and feeling strong.,daily_status
Had a great day at the beach 🏖️😊! The sun was shining and the waves were perfect 🏄‍♂️🌊.,"['🏖️', '😊', '🏄\u200d♂️', '🌊']",15,Had a great day at the beach with sunshine and perfect waves.,positive,"['nature', 'emotion', 'recreation']",Had a great day at the beach with sunshine and perfect waves.,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🌊😊,"['🏖️', '🌞', '🌊', '😊']",4,Had a great day at the beach with friends.,positive,"['celebration', 'nature', 'emotion']",Had a great day at the beach with friends!,daily_status
Had a great day at the park with my friends 😊🌳🎉,"['😊', '🌳', '🎉']",7,I had a great day at the park with my friends.,positive,"['emotion', 'nature', 'celebration']",Had a great day at the park with my friends.,daily_status
Had a great day at the park! 🌳😊🎉,"['🌳', '😊', '🎉']",8,Had a great day at the park!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park!,daily_status
Had a great day at the beach 🏖️😊! The sun was shining ☀️ and I felt so happy 🎉.,"['🏖️', '😊', '☀️', '🎉']",3,"Had a great day at the beach, enjoyed the sunshine, and felt very happy.",positive,"['nature', 'emotion', 'celebration']","Had a great day at the beach, enjoyed the sunshine, and felt very happy.",daily_status
Can't wait for the weekend! 🎉🥳,"['🎉', '🥳']",5,I'm excited for the weekend celebrations!,positive,['celebration'],Can't wait for the weekend! celebration celebration,daily_status
Had a great day at the park! 🌳☀️😊,"['🌳', '☀️', '😊']",4,Had a great day at the park!,positive,"['nature', 'weather', 'emotion']",Had a great day at the park!,daily_status
Had a great day at the beach! 🌊☀️😊,"['🌊', '☀️', '😊']",9,I had a great day at the beach!,positive,"['nature', 'weather', 'emotion']",Had a great day at the beach!,daily_status
Had an amazing day at the beach 🏖️🌞 with friends! 🎉😊,"['🏖️', '🌞', '🎉', '😊']",7,Had an amazing day at the beach with friends!,positive,"['nature', 'celebration', 'emotion']",Had an amazing day at the beach with friends!,daily_status
"Had a great day at the beach 🏖️😊! The sun was shining ☀️, and I enjoyed some ice cream 🍦 with friends. Can't wait to go back!","['🏖️', '😊', '☀️', '🍦']",25,"Had a great day at the beach. The sun was shining, and I enjoyed some ice cream with friends. Can't wait to go back.",positive,"['nature', 'emotion', 'food']","Had a great day at the beach. The sun was shining, and I enjoyed some ice cream with friends. Can't wait to go back.",daily_status
Had a great day at the park with friends! 🌳😊🎉,"['🌳', '😊', '🎉']",5,I had a wonderful day at the park with my friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends! ,daily_status
Had an amazing day at the beach 🏖️🌞! Can't wait to go back 😎✨,"['🏖️', '🌞', '😎', '✨']",9,Had an amazing day at the beach and can't wait to go back.,positive,"['nature', 'emotion', 'celebration']",Had an amazing day at the beach and can't wait to go back.,daily_status
Had a great day at the park 🏞️😊 with friends! 🎉,"['🏞️', '😊', '🎉']",5,Had a great day at the park with friends celebrating.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends celebrating.,daily_status
Had a great 🥳 night with friends! 🍕🎉,"['🥳', '🍕', '🎉']",4,Had a great celebration night with friends.,positive,"['celebration', 'food', 'party']",Had a great night with friends! Pizza and party.,social_post
Had a great day at the park 🌳😊🏞️! Fully refreshed and happy!,"['🌳', '😊', '🏞️']",4,"Had a great day at the park, feeling refreshed and happy.",positive,"['nature', 'emotion']","Had a great day at the park, feeling refreshed and happy.",daily_status
Had a great day at the park 🌳😊 enjoying the sunshine! ☀️🎉,"['🌳', '😊', '☀️', '🎉']",6,I had a great day at the park enjoying the sunshine and celebrating.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park enjoying the sunshine and celebrating.,daily_status
Had a great day at the beach 🏖️☀️ with friends! 🌊😊,"['🏖️', '☀️', '🌊', '😊']",4,Had a great day at the beach with friends!,positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️🌞 with friends!,"['🏖️', '🌞']",7,Had a great day at the beach with friends.,positive,"['nature', 'emotion']",Had a great day at the beach with friends.,daily_status
Had a great day at the park with friends 🌳😊🎉,"['🌳', '😊', '🎉']",7,Had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,daily_status
Had a great day at the park! 🌳😊🌞,"['🌳', '😊', '🌞']",5,Had a great day at the park!,positive,"['nature', 'emotion', 'weather']",Had a great day at the park!,daily_status
Had a great day at the park with my friends! 🌞🎉🌳,"['🌞', '🎉', '🌳']",8,I had a great day at the park with my friends.,positive,"['emotion', 'celebration', 'nature']",Had a great day at the park with my friends!,daily_status
Had a great day at the beach! 🌞🏖️🏄‍♂️,"['🌞', '🏖️', '🏄\u200d♂️']",7,"Had a great day at the beach enjoying sunshine, the shoreline, and surfing.",positive,"['emotion', 'nature', 'recreation']","Had a great day at the beach enjoying sunshine, the shoreline, and surfing.",daily_status
Had a great day at the beach 🏖️🌞 with friends! 🎉💃,"['🏖️', '🌞', '🎉', '💃']",7,Had a great day at the beach with friends!,positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️😊! Can't wait to go back soon 🌅🌊.,"['🏖️', '😊', '🌅', '🌊']",6,Had a great day at the beach and can't wait to go back soon.,positive,"['emotion', 'nature', 'celebration']",Had a great day at the beach and can't wait to go back soon.,daily_status
Had a great day at the beach! 🌊☀️🏄‍♂️,"['🌊', '☀️', '🏄\u200d♂️']",5,I had a great day at the beach.,positive,"['nature', 'weather', 'recreation']",Had a great day at the beach! Water wave Sun and surfing.,daily_statusHad a great time 🎉 with friends today! 😊🎊,"['🎉', '😊', '🎊']",6,Had a great time celebrating with friends today! Happy and joyful.,positive,"['celebration', 'emotion']",Had a great time celebrating with friends today! Happy and joyful.,social_post
Had a great day at the beach 🏖️ with friends! ☀️🌊,"['🏖️', '☀️', '🌊']",6,I had a great day at the beach with friends!,positive,"['nature', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️ with friends 🎉! Love the sun ☀️ and waves 🌊! Can't wait to go back soon 🏝️.,"['🏖️', '🎉', '☀️', '🌊', '🏝️']",4,Had a great day at the beach with friends. Love the sun and waves! Can't wait to go back soon.,positive,"['nature', 'celebration', 'weather']",Had a great day at the beach with friends. Love the sun and waves! Can't wait to go back soon.,social_post
Had a wonderful day at the park with the kids! 🌳👧👦😊,"['🌳', '👧', '👦', '😊']",9,Enjoyed a wonderful day at the park with the kids.,positive,"['nature', 'family', 'happiness']",Had a wonderful day at the park with the kids!,daily_status
Had a great day at the beach 🏖️ with friends! 😊🌞,"['🏖️', '😊', '🌞']",5,Had a great day at the beach with friends!,positive,"['nature', 'emotion', 'sun']",Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️☀️ with friends! 🎉,"['🏖️', '☀️', '🎉']",6,I had a great day at the beach with friends!,positive,"['nature', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the park with the team! 🌳🎉😊,"['🌳', '🎉', '😊']",7,Had a great day at the park with the team!,positive,"['nature', 'celebration', 'emotion']",Had a day at the park with the team!,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🎉🎈,"['🏖️', '🌞', '🎉', '🎈']",7,I had a great day at the beach with friends.,positive,"['nature', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a amazing day at the beach 🏖️😊! The sun was shining and the waves were perfect 🌊☀️.,"['🏖️', '😊', '🌊', '☀️']",6,Had an amazing day at the beach! The sun was shining and the waves were perfect.,positive,"['nature', 'emotion']",Had an amazing day at the beach! The sun was shining and the waves were perfect.,daily_status
Had a great day at the park with friends 🌳🎉😊,"['🌳', '🎉', '😊']",8,I enjoyed a wonderful day at the park with my friends.,positive,"['nature', 'celebration', 'emotion']",Had a great day at the park with friends.,daily_status
Had a great day at the park 🌳😊🎉! Can't wait to do it again tomorrow!,"['🌳', '😊', '🎉']",7,Had a great day at the park and enjoyed myself! Can't wait to do it again tomorrow!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park and enjoyed myself! Can't wait to do it again tomorrow!,daily_status
Had a great day at the park with the kids! 🌳😄🎈,"['🌳', '😄', '🎈']",8,Had a great day at the park with the kids!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with the kids!,daily_status
Had a great day at the beach 🏖️😊🌞! Can't wait to go back!,"['🏖️', '😊', '🌞']",5,Had a great day at the beach and feeling happy. Can't wait to go back!,positive,"['emotion', 'nature', 'celebration']",Had a great day at the beach and feeling happy. Can't wait to go back!,daily_status
Had a great day at the park with friends 😊🌳🎉! Can't wait to do it again!,"['😊', '🌳', '🎉']",8,Had a great day at the park with friends and can't wait to do it again.,positive,"['emotion', 'nature', 'celebration']",Had a great day at the park with friends and can't wait to do it again.,social_post
Had a great day at the park! ☀️🌳😊,"['☀️', '🌳', '😊']",4,I had a great day at the park!,positive,"['nature', 'emotion']",Had a great day at the park!,daily_status
Had a great day at the park 🏞️😊 with friends! 🎉,"['🏞️', '😊', '🎉']",4,Had a great day at the park with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends!,daily_status
Had an amazing day at the beach 🌊☀️🏄‍♂️! Can't wait to go back!,"['🌊', '☀️', '🏄\u200d♂️']",7,Had an amazing day at the beach! Can't wait to go back!,positive,"['nature', 'weather', 'recreation']",Had an amazing day at the beach! Can't wait to go back!,daily_status
Had a great day at the park 🏞️😊! The weather was perfect ☀️ and I enjoyed a lot with friends 🎉.,"['🏞️', '😊', '☀️', '🎉']",16,Had a great day at the park. The weather was perfect and I enjoyed a lot with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park. The weather was perfect and I enjoyed a lot with friends.,daily_status
Had a great day at the park with the kids 🏞️😊🎈,"['🏞️', '😊', '🎈']",6,Had a great day at the park with the kids.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with the kids.,daily_status
Had an amazing day at the park with my friends 🏞️😊🎉,"['🏞️', '😊', '🎉']",7,Had an amazing day at the park with my friends.,positive,"['nature', 'emotion', 'celebration']",Had an amazing day at the park with my friends.,daily_status
Had a great day at the beach 🌞🌊 with friends! 🎉,"['🌞', '🌊', '🎉']",7,Had a great day at the beach with friends!,positive,"['nature', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the park 🌳😊 with friends! 🎉,"['🌳', '😊', '🎉']",6,Had a great day at the park with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends!,daily_status
Had a great day at the park with friends 🥳🌳😊! Can't wait to do it again!,"['🥳', '🌳', '😊']",7,Had a great day at the park with friends. Can't wait to do it again!,positive,"['celebration', 'nature', 'emotion']",Had a great day at the park with friends. Can't wait to do it again!,social_post
Had a great day at the beach! 🌞🏖️😊,"['🌞', '🏖️', '😊']",7,Had a great day at the beach!,positive,"['nature', 'leisure', 'emotion']",Had a great day at the beach!,daily_status
Had a great day at the beach 🏖️🌞! Can't wait to go back again! 🎉,"['🏖️', '🌞', '🎉']",4,Had a great day at the beach and can't wait to go back again.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the beach and can't wait to go back again.,daily_status
Had a great day at the beach 🏖️😊! The sun was shining and the water was perfect 🌊☀️.,"['🏖️', '😊', '🌊', '☀️']",6,Had a great day at the beach! The sun was shining and the water was perfect.,positive,"['nature', 'emotion']",Had a great day at the beach! The sun was shining and the water was perfect.,daily_status
Had a great day at the park with friends 🏞️😊🎉,"['🏞️', '😊', '🎉']",6,Had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,social_post
Had a great day at the park 🌳😊 with friends! 🎉,"['🌳', '😊', '🎉']",7,I had a great day at the park with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends!,daily_status
Had a great day at the 🏖️ with friends! 😊🔥,"['🏖️', '😊', '🔥']",3,Had a great day at the beach with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the park with the kids 🌳🎉😊,"['🌳', '🎉', '😊']",7,Enjoyed a wonderful day at the park with the children.,positive,"['nature', 'celebration', 'emotion']",Had a great day at the park with the kids.,daily_status
Had an amazing workout today! 💪🔥😊,"['💪', '🔥', '😊']",5,I had an amazing workout today!,positive,"['emotion', 'celebration']",Had an amazing workout today!,daily_status
Had a great day at the beach 🏖️☀️🌊! Can't wait to go back 😊,"['🏖️', '☀️', '🌊', '😊']",9,Had a great day at the beach and can't wait to go back.,positive,"['nature', 'weather', 'nature', 'emotion']",Had a great day at the beach and can't wait to go back.,daily_status
Had a great day at the park! 🌳☀️😊,"['🌳', '☀️', '😊']",7,Had a great day at the park!,positive,"['nature', 'weather', 'emotion']",Had a great day at the park!,daily_status
Just had the best 🍕with friends! 🎉🥳,"['🍕', '🎉', '🥳']",4,Just had the best pizza with friends celebrating and feeling joyful.,positive,"['food', 'celebration', 'emotion']",Just had the best pizza with friends celebrating and feeling joyful.,social_post
Had a great day at the park with friends 🌞🌳🎉,"['🌞', '🌳', '🎉']",7,Had a great day at the park with friends.,positive,"['emotion', 'nature', 'celebration']",Had a great day at the park with friends.,daily_status
Had a great day at the park 🌳😊🎉! The weather was perfect and I enjoyed every moment 🌞🌸.,"['🌳', '😊', '🎉', '🌞', '🌸']",5,Had a great day at the park! The weather was perfect and I enjoyed every moment.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park! The weather was perfect and I enjoyed every moment.,daily_status
Had a great day at the beach 🏖️🌞! Can't wait to go back! 😊,"['🏖️', '🌞', '😊']",5,Had a great day at the beach and can't wait to go back.,positive,"['nature', 'emotion']",Had a great day at the beach and can't wait to go back.,daily_status
Had such a fun day at the park! 🌳🎉😊,"['🌳', '🎉', '😊']",6,Had a fun day at the park with friends.,positive,"['nature', 'celebration', 'emotion']",Had such a fun day at the park! Tree celebration smiling face.,daily_status
Had an amazing day at the beach 🏖️😊! The weather was perfect and I enjoyed every moment. 🎉🌞,"['🏖️', '😊', '🎉', '🌞']",5,Had an amazing day at the beach. The weather was perfect and I enjoyed every moment.,positive,"['nature', 'emotion', 'celebration', 'nature']",Had an amazing day at the beach. The weather was perfect and I enjoyed every moment.,daily_status
Had a great day at the beach 🌊☀️🥰! Can't wait to go back!,"['🌊', '☀️', '🥰']",6,Had a great day at the beach! Can't wait to go back!,positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach! Can't wait to go back!,daily_status
Had a great day at the beach! 🌅🌊😊,"['🌅', '🌊', '😊']",6,Had a great day at the beach!,positive,"['nature', 'emotion']",Had a great day at the beach!,daily_status
Had a great day at the beach! 🌞🏖️🌊,"['🌞', '🏖️', '🌊']",7,Had a great day at the beach.,positive,"['nature', 'recreation']",Had a great day at the beach.,daily_status
Had a great day at the beach 🏖️😊🌅! Can't wait to do it again!,"['🏖️', '😊', '🌅']",7,Had a great day at the beach and can't wait to do it again!,positive,"['nature', 'emotion']",Had a great day at the beach and can't wait to do it again!,daily_status
Had a great day at the beach 🏖️ with friends! 🌞🌊,"['🏖️', '🌞', '🌊']",8,Had a great day at the beach with friends!,positive,"['nature', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the park with the family! ☀️🌳😊,"['☀️', '🌳', '😊']",7,Had a great day at the park with the family!,positive,"['nature', 'emotion', 'family']",Had a great day at the park with the family!,daily_status
Had a great day at the beach 🏖️😊! The sun was shining and the waves were perfect 🌊🔥.,"['🏖️', '😊', '🌊', '🔥']",8,Had a great day at the beach enjoying the sunshine and perfect waves.,positive,"['nature', 'emotion', 'nature', 'nature']",Had a great day at the beach enjoying the sunshine and perfect waves.,daily_status
Had a great day at the beach 🏖️ with friends! 🌞👫,"['🏖️', '🌞', '👫']",5,Had a great day at the beach with friends.,positive,"['nature', 'emotion', 'social']",Had a great day at the beach with friends!,social_post
Had a great day at the beach 🏖️ with friends! ☀️😊,"['🏖️', '☀️', '😊']",7,I had a great day at the beach with friends and I felt happy.,positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach with friends! and I felt happy.,daily_status
Had a great day at the park with friends 🌳😊🎉,"['🌳', '😊', '🎉']",7,Had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,daily_status
Had a great day at the park with friends 🌳😊🎉,"['🌳', '😊', '🎉']",7,I had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,social_post
Had a great day at the park with the family! ☀️👨‍👩‍👧‍👦🌳,"['☀️', '👨\u200d👩\u200d👧\u200d👦', '🌳']",4,I had a great day at the park with my family.,positive,"['nature', 'family', 'happy']",Had a great day at the park with the family! sunny day with family and trees,daily_status
Had a great day at the park! 🌳☀️😊,"['🌳', '☀️', '😊']",4,I had a great day at the park!,positive,"['nature', 'weather', 'emotion']",Had a great day at the park!,daily_status
Had a great day at the beach 🏖️☀️🌊! Can't wait to go back again!,"['🏖️', '☀️', '🌊']",8,Had a great day at the beach! Can't wait to go back again!,positive,"['nature', 'celebration']",Had a great day at the beach! Can't wait to go back again!,daily_status
Had a great day at the park with friends 🏞️😊🎉,"['🏞️', '😊', '🎉']",4,Had a great day at the park with friends.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park with friends.,social_post
Had a great day at the park! 🌳☀️😊,"['🌳', '☀️', '😊']",4,I had a great day at the park enjoying nature and sunshine with happiness.,positive,"['nature', 'celebration', 'emotion']",Had a great day at the park! enjoying nature and sunshine with happiness.,daily_status
Had a great day at the park 🌳☀️😁! Can't wait to go back tomorrow!,"['🌳', '☀️', '😁']",7,Had a great day at the park with sunshine and happiness. Can't wait to go back tomorrow.,positive,"['nature', 'weather', 'emotion']",Had a great day at the park with sunshine and happiness. Can't wait to go back tomorrow.,daily_status
Had a great day at the park with the kids! 🌞🌳🎉,"['🌞', '🌳', '🎉']",7,Had a great day at the park with the kids!,positive,"['emotion', 'nature', 'celebration']",Had a great day at the park with the kids!,daily_status
Had a great day at the beach 🏖️ with friends! 😊🌞,"['🏖️', '😊', '🌞']",7,I had a great day at the beach with friends.,positive,"['nature', 'emotion', 'sunshine']",Had a great day at the beach with friends!,social_post
Just had a great day at the park! 🌳😊🎉,"['🌳', '😊', '🎉']",4,I had a great day enjoying nature and celebrating.,positive,"['nature', 'emotion', 'celebration']",Just had a great day at the park! Tree smiling face party,daily_status
Had a great day at the park with friends 🎉🌳😊,"['🎉', '🌳', '😊']",7,Had a wonderful day enjoying the park with friends.,positive,"['celebration', 'nature', 'emotion']",Had a great day at the park with friends.,daily_status
Had a great day at the park with the kids! 🌳☀️😊,"['🌳', '☀️', '😊']",7,Had a great day at the park with the kids!,positive,"['nature', 'weather', 'emotion']",Had a great day at the park with the kids!,daily_status
Had a great day at the park 🌳😊! The sun was shining and everyone was having fun 🎉.,"['🌳', '😊', '🎉']",5,Had a great day at the park. The sun was shining and everyone was having fun.,positive,"['nature', 'emotion', 'celebration']",Had a great day at the park. The sun was shining and everyone was having fun.,daily_status
Had a great day at the beach 🏖️ with friends! 😊🌞,"['🏖️', '😊', '🌞']",7,Had a great day at the beach with friends.,positive,"['outdoor', 'emotion', 'sun']",Had a great day at the beach with friends!,social_post
Just finished a great workout! 💪🔥 Feeling so energized! 😄,"['💪', '🔥', '😄']",3,Just finished a great workout! Feeling so energized!,positive,"['emotion', 'celebration']",Just finished a great workout! Feeling so energized!,daily_status
"Had a fantastic day at the beach 🏖️😊! The sun was shining, and the water was perfect 🌊🌞.","['🏖️', '😊', '🌊', '🌞']",8,"Had a fantastic day at the beach. The sun was shining, and the water was perfect.",positive,"['nature', 'emotion']","Had a fantastic day at the beach. The sun was shining, and the water was perfect.",daily_status
Had an amazing day at the beach! 🌊☀️🏖️,"['🌊', '☀️', '🏖️']",5,Had an amazing day at the beach.,positive,"['nature', 'celebration']",Had an amazing day at the beach!,daily_status
Had a great day at the beach 🏖️😊🌅,"['🏖️', '😊', '🌅']",7,I had a great day at the beach and enjoyed the sunset.,positive,"['nature', 'emotion', 'nature']",Had a great day at the beach and enjoyed the sunset.,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🎉🎈,"['🏖️', '🌞', '🎉', '🎈']",5,Had a great day at the beach with friends!,positive,"['nature', 'celebration']",Had a great day at the beach with friends!,social_post
Had a great day at the beach 🏖️🌞 with friends! 🎉,"['🏖️', '🌞', '🎉']",7,Had a great day at the beach with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🥳,"['🏖️', '🌞', '🥳']",7,Had a great day at the beach with friends!,positive,"['nature', 'emotion', 'celebration']",Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️😊! The sun was shining and the waves were perfect 🌊✨.,"['🏖️', '😊', '🌊', '✨']",4,Had a great day at the beach. The sun was shining and the waves were perfect.,positive,"['nature', 'emotion', 'nature', 'celebration']",Had a great day at the beach. The sun was shining and the waves were perfect.,daily_status
Had a great day at the beach 🌊☀️😊! Can't wait to go back!,"['🌊', '☀️', '😊']",7,Had a great day at the beach and can't wait to go back.,positive,"['nature', 'celebration', 'emotion']",Had a great day at the beach and can't wait to go back.,daily_status
